1,Round 1,Govt. College of Engg. & Textile Technology Berhampore,Textile Technology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,15646,16893
2,Round 1,Govt. College of Engineering & Textile Technology Serampore,Textile Technology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8471,17571
3,Round 1,Goverment College of Engineering and Leather Technology Kolkata,Leather Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,17065,17794
4,Round 1,Goverment College of Engineering and Leather Technology Kolkata,Leather Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,17582,23649
5,Round 1,Goverment College of Engineering and Leather Technology Kolkata,Leather Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,52409,78492
6,Round 1,Goverment College of Engineering and Leather Technology Kolkata,Leather Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,20945,30374
7,Round 1,Goverment College of Engineering and Leather Technology Kolkata,Leather Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,6142,16313
8,Round 1,Techno Main Salt Lake Sector-V Salt Lake,Food Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,22008,76987
9,Round 1,Guru Nanak Institute of Technology Panihati Sodepur,Food Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,17733,95319
10,Round 1,Guru Nanak Institute of Technology Panihati Sodepur,Food Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,408872,1074198
11,Round 1,Techno Main Salt Lake Sector-V Salt Lake,Food Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,259870,364649
12,Round 1,Swami Vivekananda University,Data Science (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27181,36390
13,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,11883,12518
14,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,27302,33308
15,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,20956,22295
16,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,12855,21322
