156,Round 1,Jis College of Engineering Kalyani Nadia,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,51364,51364
157,Round 1,Narula Institute of Technology Agarpara Kolkata,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,36296,36296
158,Round 1,Guru Nanak Institute of Technology Panihati Sodepur,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,47439,47439
159,Round 1,Budge Budge Institute of Technology Budge-Budge,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,61942,61942
160,Round 1,Calcutta Institute of Technology Uluberia Howrah,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,51835,56397
161,Round 1,Abacus Institute of Engineering & Management Mogra Hooghly,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,57685,57685
162,Round 1,Kalyani Goverment Engineering College Kalyani Nadia,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,4978,7628
163,Round 1,Ramkrishna Mahato Government Engineering College Purulia,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,11341,13958
164,Round 1,Jalpaiguri Goverment Engineering CollegeJalpaiguri,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,8709,10142
165,Round 1,Cooch Behar Government Engineering College Cooch Behar,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,11552,15299
166,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,4819,7142
167,Round 1,Jadavpur University,Instrumentation Engineering/Instrumentation & Electronics Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,2372,3447
168,Round 1,University Of Calcutta,Instrumentation Engineering/Instrumentation & Electronics Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,6062,7879
169,Round 1,Department of Jute and Fibre Technology Calcutta University,Jute & Fibre Technology,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,12830,15812
170,Round 1,Seacom Engineering College Sankrail Howrah,Marine Engineering/Marine Technology,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,50049,63341
171,Round 1,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,8561,8561
172,Round 1,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,7909,7909
173,Round 1,Jadavpur University,Power Engineering/Power Plant Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,6420,7530
174,Round 1,Jadavpur University,Printing Engineering/Printing Technology,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,8195,9168
175,Round 1,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex Dum Dum,Robotic Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,48458,48458
176,Round 1,Narula Institute of Technology Agarpara Kolkata,COMPUTER SCIENCE & TECHNOLOGY,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,29453,29453
177,Round 1,Jadavpur University,Architectural Engineering,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,5445,8409
178,Round 1,Narula Institute of Technology Agarpara Kolkata,Computer Science & Business System,B.E/B. Tech,WBJEE Seats,Home State,OBC - A,31459,31459
